STATION_ID,DURATION,SENSOR_NUMBER,SENSOR_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS
COY,D,15,STORAGE,19970306 0000,19970307 0100,72885,,AF
COY,D,15,STORAGE,19970307 0000,19970308 0100,73025,,AF
COY,D,15,STORAGE,19970308 0000,19970309 0100,73130,,AF
COY,D,15,STORAGE,19970309 0000,19970310 0100,73252,,AF
COY,D,15,STORAGE,19970310 0000,19970311 0100,73357,,AF
COY,D,15,STORAGE,19970311 0000,19970312 0100,73461,,AF
COY,D,15,STORAGE,19970312 0000,19970313 0100,73514,,AF
COY,D,15,STORAGE,19970313 0000,19970314 0100,73601,,AF
COY,D,15,STORAGE,19970314 0000,19970315 0100,73619,,AF
COY,D,15,STORAGE,19970315 0000,19970316 0100,73671,,AF
COY,D,15,STORAGE,19970316 0000,19970317 0100,75144,,AF
COY,D,15,STORAGE,19970317 0000,19970318 0100,76094,,AF
COY,D,15,STORAGE,19970318 0000,19970319 0100,76394,,AF
COY,D,15,STORAGE,19970319 0000,19970320 0100,---,,AF
COY,D,15,STORAGE,19970320 0000,19970321 0100,77012,,AF
COY,D,15,STORAGE,19970321 0000,19970322 0100,77189,,AF
COY,D,15,STORAGE,19970322 0000,19970323 0100,77313,,AF
COY,D,15,STORAGE,19970323 0000,19970324 0100,77437,,AF
COY,D,15,STORAGE,19970324 0000,19970325 0100,77561,,AF
COY,D,15,STORAGE,19970325 0000,19970326 0100,77649,,AF
COY,D,15,STORAGE,19970326 0000,19970327 0100,77702,,AF
COY,D,15,STORAGE,19970327 0000,19970328 0100,77773,,AF
COY,D,15,STORAGE,19970328 0000,19970329 0100,77791,,AF
COY,D,15,STORAGE,19970329 0000,19970330 0100,77809,,AF
COY,D,15,STORAGE,19970330 0000,19970331 0100,77879,,AF
COY,D,15,STORAGE,19970331 0000,19970401 0100,77915,,AF
COY,D,15,STORAGE,19970401 0000,19970402 0100,77915,,AF
COY,D,15,STORAGE,19970402 0000,19970403 0100,77879,,AF
COY,D,15,STORAGE,19970403 0000,19970404 0100,---,,AF
COY,D,15,STORAGE,19970404 0000,19970405 0100,77791,,AF
COY,D,15,STORAGE,19970405 0000,19970406 0000,---,,AF
COY,D,15,STORAGE,19970406 0000,19970407 0000,77685,,AF
COY,D,15,STORAGE,19970407 0000,19970407 0100,77631,,AF
COY,D,15,STORAGE,19970408 0000,19970409 0000,77508,,AF
COY,D,15,STORAGE,19970409 0000,19970410 0000,77401,,AF
COY,D,15,STORAGE,19970410 0000,19970411 0000,77242,,AF
COY,D,15,STORAGE,19970411 0000,19970412 0000,77101,,AF
COY,D,15,STORAGE,19970412 0000,19970413 0000,76995,,AF
COY,D,15,STORAGE,19970413 0000,19970414 0000,76889,,AF
COY,D,15,STORAGE,19970414 0000,19970415 0000,76694,,AF
COY,D,15,STORAGE,19970415 0000,19970416 0000,76624,,AF
COY,D,15,STORAGE,19970416 0000,19970417 0000,76483,,AF
COY,D,15,STORAGE,19970417 0000,19970418 0000,76341,,AF
COY,D,15,STORAGE,19970418 0000,19970419 0000,76253,,AF
COY,D,15,STORAGE,19970419 0000,19970420 0000,76165,,AF
COY,D,15,STORAGE,19970420 0000,19970421 0000,76042,,AF
COY,D,15,STORAGE,19970421 0000,19970422 0000,75936,,AF
COY,D,15,STORAGE,19970422 0000,19970423 0000,75848,,AF
COY,D,15,STORAGE,19970423 0000,19970424 0000,75830,,AF
COY,D,15,STORAGE,19970424 0000,19970425 0000,75830,,AF
COY,D,15,STORAGE,19970425 0000,19970426 0000,75830,,AF
COY,D,15,STORAGE,19970426 0000,19970426 0000,75760,,AF
COY,D,15,STORAGE,19970427 0000,19970427 0000,75636,,AF
COY,D,15,STORAGE,19970428 0000,19970429 0000,75478,,AF
COY,D,15,STORAGE,19970429 0000,19970430 0000,75337,,AF
COY,D,15,STORAGE,19970430 0000,19970501 0000,75179,,AF
COY,D,15,STORAGE,19970501 0000,19970502 0000,74968,,AF
COY,D,15,STORAGE,19970502 0000,19970503 0000,74828,,AF
COY,D,15,STORAGE,19970503 0000,19970504 0000,74652,,AF
COY,D,15,STORAGE,19970504 0000,19970505 0000,74494,,AF
COY,D,15,STORAGE,19970505 0000,19970506 0000,74337,,AF
COY,D,15,STORAGE,19970506 0000,19970507 0000,74161,,AF
COY,D,15,STORAGE,19970507 0000,19970508 0000,73951,,AF
COY,D,15,STORAGE,19970508 0000,19970509 0000,73741,,AF
COY,D,15,STORAGE,19970509 0000,19970510 0000,73531,,AF
COY,D,15,STORAGE,19970510 0000,19970511 0000,73357,,AF
COY,D,15,STORAGE,19970511 0000,19970512 0000,73112,,AF
COY,D,15,STORAGE,19970512 0000,19970513 0000,72798,,AF
COY,D,15,STORAGE,19970513 0000,19970514 0000,---,,AF
COY,D,15,STORAGE,19970514 0000,19970515 0000,72136,,AF
COY,D,15,STORAGE,19970515 0000,19970516 0000,71875,,AF
COY,D,15,STORAGE,19970516 0000,19970516 0000,71615,,AF
COY,D,15,STORAGE,19970517 0000,19970517 0000,71389,,AF
COY,D,15,STORAGE,19970518 0000,19970518 0000,71146,,AF
COY,D,15,STORAGE,19970519 0000,19970519 0100,70921,,AF
COY,D,15,STORAGE,19970520 0000,19970521 0000,70679,,AF
COY,D,15,STORAGE,19970521 0000,19970522 0000,70420,,AF
COY,D,15,STORAGE,19970522 0000,19970523 0000,70212,,AF
COY,D,15,STORAGE,19970523 0000,19970524 0000,---,,AF
COY,D,15,STORAGE,19970524 0000,19970525 0000,---,,AF
COY,D,15,STORAGE,19970525 0000,19970526 0000,69833,,AF
COY,D,15,STORAGE,19970526 0000,19970526 0100,70679,,AF
COY,D,15,STORAGE,19970527 0000,19970528 0000,69626,,AF
COY,D,15,STORAGE,19970528 0000,19970529 0000,69471,,AF
COY,D,15,STORAGE,19970529 0000,19970530 0000,69350,,AF
COY,D,15,STORAGE,19970530 0000,19970531 0000,69213,,AF
COY,D,15,STORAGE,19970531 0000,19970601 0000,---,,AF
COY,D,15,STORAGE,19970601 0000,19970602 0000,---,,AF
COY,D,15,STORAGE,19970602 0000,19970603 0000,68749,,AF
COY,D,15,STORAGE,19970603 0000,19970604 0000,68766,,AF
COY,D,15,STORAGE,19970604 0000,19970605 0000,68749,,AF
COY,D,15,STORAGE,19970605 0000,19970606 0000,68680,,AF
COY,D,15,STORAGE,19970606 0000,19970607 0000,68629,,AF
COY,D,15,STORAGE,19970607 0000,19970608 0000,68560,,AF
COY,D,15,STORAGE,19970608 0000,19970609 0000,68440,,AF
COY,D,15,STORAGE,19970609 0000,19970610 0000,68372,,AF
COY,D,15,STORAGE,19970610 0000,19970611 0000,68286,,AF
COY,D,15,STORAGE,19970611 0000,19970612 0000,68166,,AF
COY,D,15,STORAGE,19970612 0000,19970613 0000,68012,,AF
COY,D,15,STORAGE,19970613 0000,19970614 0000,67824,,AF
COY,D,15,STORAGE,19970614 0000,19970615 0000,67602,,AF
COY,D,15,STORAGE,19970615 0000,19970616 0000,67380,,AF
COY,D,15,STORAGE,19970616 0000,19970617 0000,67192,,AF
COY,D,15,STORAGE,19970617 0000,19970618 0000,66920,,AF
COY,D,15,STORAGE,19970618 0000,19970619 0000,66681,,AF
COY,D,15,STORAGE,19970619 0000,19970620 0000,66426,,AF
COY,D,15,STORAGE,19970620 0000,19970621 0000,66172,,AF
COY,D,15,STORAGE,19970621 0000,19970622 0000,65867,,AF
COY,D,15,STORAGE,19970622 0000,19970623 0000,65528,,AF
COY,D,15,STORAGE,19970623 0000,19970624 0000,65173,,AF
COY,D,15,STORAGE,19970624 0000,19970625 0000,64853,,AF
COY,D,15,STORAGE,19970625 0000,19970626 0000,64516,,AF
COY,D,15,STORAGE,19970626 0000,19970627 0000,64180,,AF
COY,D,15,STORAGE,19970627 0000,19970628 0000,63828,,AF
COY,D,15,STORAGE,19970628 0000,19970629 0000,63459,,AF
COY,D,15,STORAGE,19970629 0000,19970630 0000,63125,,AF
COY,D,15,STORAGE,19970630 0000,19970701 0000,62841,,AF
COY,D,15,STORAGE,19970701 0000,19970702 0000,62508,,AF
COY,D,15,STORAGE,19970702 0000,19970703 0000,62192,,AF
COY,D,15,STORAGE,19970703 0000,19970704 0000,61860,,AF
COY,D,15,STORAGE,19970704 0000,19970705 0000,61513,,AF
COY,D,15,STORAGE,19970705 0000,19970706 0000,61198,,AF
COY,D,15,STORAGE,19970706 0000,19970707 0000,60885,,AF
COY,D,15,STORAGE,19970707 0000,19970708 0000,60572,,AF
COY,D,15,STORAGE,19970708 0000,19970709 0000,60227,,AF
COY,D,15,STORAGE,19970709 0000,19970710 0000,---,,AF
COY,D,15,STORAGE,19970710 0000,19970711 0000,59506,,AF
COY,D,15,STORAGE,19970711 0000,19970712 0000,59147,,AF
COY,D,15,STORAGE,19970712 0000,19970713 0000,58757,,AF
COY,D,15,STORAGE,19970713 0000,19970714 0000,58399,,AF
COY,D,15,STORAGE,19970714 0000,19970715 0000,57995,,AF
COY,D,15,STORAGE,19970715 0000,19970716 0000,57607,,AF
COY,D,15,STORAGE,19970716 0000,19970717 0000,57252,,AF
COY,D,15,STORAGE,19970717 0000,19970718 0000,56883,,AF
COY,D,15,STORAGE,19970718 0000,19970719 0000,56530,,AF
COY,D,15,STORAGE,19970719 0000,19970720 0000,56115,,AF
COY,D,15,STORAGE,19970720 0000,19970721 0000,55732,,AF
COY,D,15,STORAGE,19970721 0000,19970722 0000,55351,,AF
COY,D,15,STORAGE,19970722 0000,19970723 0000,54971,,AF
COY,D,15,STORAGE,19970723 0000,19970724 0000,54545,,AF
COY,D,15,STORAGE,19970724 0000,19970725 0000,54167,,AF
COY,D,15,STORAGE,19970725 0000,19970726 0000,53790,,AF
COY,D,15,STORAGE,19970726 0000,19970727 0000,53399,,AF
COY,D,15,STORAGE,19970727 0000,19970728 0000,53010,,AF
COY,D,15,STORAGE,19970728 0000,19970729 0000,52652,,AF
COY,D,15,STORAGE,19970729 0000,19970730 0000,52281,,AF
COY,D,15,STORAGE,19970730 0000,19970731 0000,51941,,AF
COY,D,15,STORAGE,19970731 0000,19970801 0000,51633,,AF
COY,D,15,STORAGE,19970801 0000,19970802 0000,51357,,AF
COY,D,15,STORAGE,19970802 0000,19970803 0000,51096,,AF
COY,D,15,STORAGE,19970803 0000,19970804 0000,50852,,AF
COY,D,15,STORAGE,19970804 0000,19970805 0000,50593,,AF
COY,D,15,STORAGE,19970805 0000,19970806 0000,50350,,AF
COY,D,15,STORAGE,19970806 0000,19970807 0000,50046,,AF
COY,D,15,STORAGE,19970807 0000,19970808 0000,49683,,AF
COY,D,15,STORAGE,19970808 0000,19970809 0000,---,,AF
COY,D,15,STORAGE,19970809 0000,19970810 0000,---,,AF
COY,D,15,STORAGE,19970810 0000,19970811 0000,48573,,AF
COY,D,15,STORAGE,19970811 0000,19970812 0000,48215,,AF
COY,D,15,STORAGE,19970812 0000,19970813 0000,47889,,AF
COY,D,15,STORAGE,19970813 0000,19970814 0000,47593,,AF
COY,D,15,STORAGE,19970814 0000,19970815 0000,47313,,AF
COY,D,15,STORAGE,19970815 0000,19970816 0000,47004,,AF
COY,D,15,STORAGE,19970816 0000,19970817 0000,46682,,AF
COY,D,15,STORAGE,19970817 0000,19970818 0000,46390,,AF
COY,D,15,STORAGE,19970818 0000,19970819 0000,46128,,AF
COY,D,15,STORAGE,19970819 0000,19970820 0000,45925,,AF
COY,D,15,STORAGE,19970820 0000,19970821 0000,45852,,AF
COY,D,15,STORAGE,19970821 0000,19970822 0000,45664,,AF
COY,D,15,STORAGE,19970822 0000,19970823 0000,45491,,AF
COY,D,15,STORAGE,19970823 0000,19970824 0000,45347,,AF
COY,D,15,STORAGE,19970824 0000,19970825 0000,45218,,AF
COY,D,15,STORAGE,19970825 0000,19970826 0000,45060,,AF
COY,D,15,STORAGE,19970826 0000,19970827 0000,44902,,AF
COY,D,15,STORAGE,19970827 0000,19970828 0000,44759,,AF
COY,D,15,STORAGE,19970828 0000,19970829 0000,44630,,AF
COY,D,15,STORAGE,19970829 0000,19970830 0000,44402,,AF
COY,D,15,STORAGE,19970830 0000,19970831 0000,44189,,AF
COY,D,15,STORAGE,19970831 0000,19970901 0000,43962,,AF
COY,D,15,STORAGE,19970901 0000,19970902 0000,43750,,AF
COY,D,15,STORAGE,19970902 0000,19970903 0000,---,,AF
COY,D,15,STORAGE,19970903 0000,19970904 0000,43342,,AF
COY,D,15,STORAGE,19970904 0000,19970905 0000,43173,,AF
COY,D,15,STORAGE,19970905 0000,19970906 0000,42991,,AF
COY,D,15,STORAGE,19970906 0000,19970907 0000,42838,,AF
COY,D,15,STORAGE,19970907 0000,19970908 0000,42698,,AF
COY,D,15,STORAGE,19970908 0000,19970909 0000,42545,,AF
COY,D,15,STORAGE,19970909 0000,19970910 0000,42406,,AF
COY,D,15,STORAGE,19970910 0000,19970911 0000,42226,,AF
COY,D,15,STORAGE,19970911 0000,19970912 0000,42047,,AF
COY,D,15,STORAGE,19970912 0000,19970913 0000,41881,,AF
COY,D,15,STORAGE,19970913 0000,19970914 0000,41647,,AF
COY,D,15,STORAGE,19970914 0000,19970915 0000,41537,,AF
COY,D,15,STORAGE,19970915 0000,19970916 0000,41414,,AF
COY,D,15,STORAGE,19970916 0000,19970917 0000,41277,,AF
COY,D,15,STORAGE,19970917 0000,19970918 0000,41155,,AF
COY,D,15,STORAGE,19970918 0000,19970919 0000,41005,,AF
COY,D,15,STORAGE,19970919 0000,19970920 0000,40828,,AF
COY,D,15,STORAGE,19970920 0000,19970921 0000,40679,,AF
COY,D,15,STORAGE,19970921 0000,19970922 0000,40530,,AF
COY,D,15,STORAGE,19970922 0000,19970923 0000,40328,,AF
COY,D,15,STORAGE,19970923 0000,19970924 0000,40099,,AF
COY,D,15,STORAGE,19970924 0000,19970925 0000,39951,,AF
COY,D,15,STORAGE,19970925 0000,19970926 0000,39791,,AF
COY,D,15,STORAGE,19970926 0000,19970927 0000,39644,,AF
COY,D,15,STORAGE,19970927 0000,19970928 0000,39631,,AF
COY,D,15,STORAGE,19970928 0000,19970929 0000,39604,,AF
COY,D,15,STORAGE,19970929 0000,19970930 0000,39591,,AF
COY,D,15,STORAGE,19970930 0000,19971001 0000,39564,,AF
COY,D,15,STORAGE,19971001 0000,19971002 0000,39511,,AF
COY,D,15,STORAGE,19971002 0000,19971003 0000,39497,,AF
COY,D,15,STORAGE,19971003 0000,19971004 0000,39457,,AF
COY,D,15,STORAGE,19971004 0000,19971005 0000,39404,,AF
COY,D,15,STORAGE,19971005 0000,19971006 0000,39351,,AF
COY,D,15,STORAGE,19971006 0000,19971007 0000,39391,,AF
COY,D,15,STORAGE,19971007 0000,19971008 0000,39351,,AF
COY,D,15,STORAGE,19971008 0000,19971009 0000,39457,,AF
COY,D,15,STORAGE,19971009 0000,19971010 0000,39657,,AF
COY,D,15,STORAGE,19971010 0000,19971011 0000,39871,,AF
COY,D,15,STORAGE,19971011 0000,19971012 0000,39978,,AF
COY,D,15,STORAGE,19971012 0000,19971013 0000,40166,,AF
COY,D,15,STORAGE,19971013 0000,19971014 0000,40328,,AF
COY,D,15,STORAGE,19971014 0000,19971015 0000,40706,,AF
COY,D,15,STORAGE,19971015 0000,19971016 0000,40882,,AF
COY,D,15,STORAGE,19971016 0000,19971017 0000,40964,,AF
COY,D,15,STORAGE,19971017 0000,19971018 0000,41032,,AF
COY,D,15,STORAGE,19971018 0000,19971019 0000,41182,,AF
COY,D,15,STORAGE,19971019 0000,19971020 0000,41018,,AF
COY,D,15,STORAGE,19971020 0000,19971021 0000,40638,,AF
COY,D,15,STORAGE,19971021 0000,19971022 0000,40314,,AF
COY,D,15,STORAGE,19971022 0000,19971023 0000,39992,,AF
COY,D,15,STORAGE,19971023 0000,19971024 0000,39657,,AF
COY,D,15,STORAGE,19971024 0000,19971025 0000,39351,,AF
COY,D,15,STORAGE,19971025 0000,19971026 0100,39020,,AF
COY,D,15,STORAGE,19971026 0000,19971027 0100,38664,,AF
COY,D,15,STORAGE,19971027 0000,19971028 0100,38323,,AF
COY,D,15,STORAGE,19971028 0000,19971029 0100,37945,,AF
COY,D,15,STORAGE,19971029 0000,19971030 0100,37609,,AF
COY,D,15,STORAGE,19971030 0000,19971031 0100,37299,,AF
COY,D,15,STORAGE,19971031 0000,19971101 0100,37030,,AF
COY,D,15,STORAGE,19971101 0000,19971102 0100,37120,,AF
COY,D,15,STORAGE,19971102 0000,19971103 0100,37299,,AF
